CMPD_CHEMBLID,exp,smiles
CHEMBL562698,1.77,O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccnc(N2CCNCC2)c1Cl
CHEMBL2172005,1.85,COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)[C@H](C)C2)cc1OC
CHEMBL2207666,3.42,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2ccccc12
CHEMBL2031562,0.2,Nc1cc(C(=O)Nc2cccc(-c3nnn[nH]3)c2)cc(C(F)(F)F)c1
CHEMBL415521,1.2,CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccccc2)cc1
CHEMBL476518,3.51,Cc1ncc(-c2ccnc(Nc3ccc(N(C)C)cc3)n2)n1C(C)C
CHEMBL381055,3.73,O=C(c1ccc(F)cc1)N1CCC[C@H](c2nc(-c3ccc(F)cc3)no2)C1
CHEMBL51483,2.75,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O
CHEMBL110999,2.44,CN(CCCOCCOCCc1ccccc1)CCc1ccc(O)c2nc(O)sc12
CHEMBL2023475,3.88,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4ccc(F)cc34)cc2OC)cn1
CHEMBL325503,1.48,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)NCc2ccc[n+]([O-])c2)c1=O)C(=O)C(F)(F)F
CHEMBL1682283,0.92,C#Cc1cccc(Nc2nc3cc(C(=O)O)ccc3c3cncnc23)c1
CHEMBL595122,2.0,CCS(=O)(=O)c1ccc(Oc2cc3nc(-c4ccccn4)[nH]c3cc2CN2C(=O)CCC2=O)cc1
CHEMBL111350,1.77,O=S(=O)(CCCNCCc1ccc(O)c2nc(O)sc12)NCCSCCc1ccccc1
CHEMBL551170,2.1,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl
CHEMBL373351,1.38,CCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O
CHEMBL2158772,2.54,Cc1ccccc1C[C@@H](C(=O)O)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
CHEMBL2152252,2.8,CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)cnc1N
CHEMBL90846,2.43,O=C(Nc1nccs1)c1ccccc1
CHEMBL2046684,3.64,O=C(Nc1ccc(Cl)nc1)c1ccc(F)c(Cl)c1
CHEMBL377309,4.14,CC(C)Cn1c(=O)n(C)c(=O)c2c(SC3CCCCC3)c(Cc3ccccc3C(F)(F)F)sc21
CHEMBL1809061,2.4,COc1cc(N2CCNCC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1
CHEMBL1148,0.3,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1
CHEMBL2059373,-0.98,O=C(O)c1cncc(-c2cnc3[nH]c(C(=O)NC4CC4)cc3c2-n2ccc(C(F)(F)F)n2)c1
CHEMBL444884,3.3,NC(=O)c1sc(-c2ccc(Cl)cc2)cc1N
CHEMBL1701081,2.81,Cn1c(=O)n(Cc2ccc(Br)cc2)c2ccccc21
CHEMBL2326478,3.3,Nc1nc2cc3c(cc2s1)CCN(Cc1cccc(F)c1)CC3
CHEMBL1595582,4.05,COc1ccc(Cl)cc1C(=O)Nc1nc2ccccc2[nH]1
CHEMBL467148,2.64,Cn1cc(S(C)(=O)=O)nc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12
CHEMBL111732,2.59,CN(CCc1ccc(O)c2nc(O)sc12)CCN(C)C(=O)CCOCCc1ccccc1
CHEMBL387265,2.82,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC1CCN(S(C)(=O)=O)CC1
CHEMBL1643349,2.3,CC1(C)C(=O)Nc2ccccc21
CHEMBL1278,0.48,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1
CHEMBL211677,2.88,Cc1ccc2c(c1)c(-c1cc(C)nc3ccccc13)c(C)n2CC(=O)O
CHEMBL1271187,3.05,c1cc(Nc2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)c2cn[nH]c2c1
CHEMBL471757,3.08,CC(C)(C)CNc1nc(C#N)nc(N2CCOCC2)c1N
CHEMBL1907830,2.4,O=C1Nc2ccc(S(=O)(=O)N3CCC[C@H]3CNc3ccccc3)cc2C1=O
CHEMBL1545637,3.49,O=C(c1ccc(Cl)cc1)C1CCN(C(=O)c2ccc(F)cc2)CC1
CHEMBL1689109,0.49,O=C(O)COc1ccc(Cl)cc1CN1CCN(S(=O)(=O)c2ccccc2)CC1
CHEMBL1333961,1.92,Nc1[nH]nc2cccc(Cl)c12
CHEMBL13817,1.4,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)c1ccccc12
CHEMBL1672434,2.13,C[C@H]1C[C@@H](NS(=O)(=O)c2cc(Br)ccc2Br)CN1C#N
CHEMBL212761,3.09,CC(C)(C)NC(=O)Nc1ccc(-c2c(N)nc(N)nc2COCc2ccccc2)cc1
CHEMBL513370,2.36,COc1ccc(N(C(=O)c2ccoc2Cl)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1
CHEMBL576257,2.51,Cc1cc(Nc2cnc(C#N)c(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1
CHEMBL2062563,3.29,CC(=O)Nc1ccc2ccn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1
CHEMBL2087850,2.87,CCn1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O
CHEMBL1322675,1.69,CCCNC[C@H](O)COc1ccccc1C(=O)CCc1ccccc1
CHEMBL2323303,2.7,O=S(=O)(Nc1ncc(Cl)s1)c1cc(F)c(Oc2ccc(F)cc2-c2cn[nH]c2)cc1F
CHEMBL2179285,-0.25,Cc1cn([C@H]2CCCN([C@H](CC3CCOCC3)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O
CHEMBL1333251,2.77,CC(=O)Nc1nc(-c2cccs2)cs1
CHEMBL27364,4.1,O=C1c2ccccc2CN1C1CCN(CCC(c2ccccc2)c2ccccc2)CC1
CHEMBL2059374,-0.88,CCNC(=O)c1cc2c(-n3nc(C(F)(F)F)cc3C)c(-c3cncc(C(=O)O)c3)cnc2[nH]1
CHEMBL2158839,2.58,O=C(O)[C@H](Cc1ccccc1F)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
CHEMBL1549615,3.9,COc1cc2cc(-c3ccc(O)cc3O)nc(C)c2cc1OC
CHEMBL1716201,4.15,Cc1cc(NC(=O)Nc2ccc(Cl)cc2)n(-c2ccccc2)n1
CHEMBL335707,2.31,O=C(c1ccc(CCC(COc2ccc(-c3cccc([N+](=O)[O-])c3)cc2)N2C(=O)CCCC2=O)cc1)N1CCCC1
CHEMBL1777848,2.8,O=c1oc2c(O)cccc2cc1-c1ccc(O)cc1
CHEMBL2158826,1.58,O=C(O)Cc1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1
CHEMBL476993,2.19,Cc1ncc(-c2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3)ncc2F)n1C(C)C
CHEMBL1916084,0.8,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3)cnn2-c2ccccc2)cc1
CHEMBL2087851,3.53,Cn1cncc1-c1c2c(=O)n(C3CC3)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12
CHEMBL2331748,1.6,Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(O)c(Oc4cccc(F)c4)c3)C2)c(=O)[nH]c1=O
CHEMBL429330,2.49,CC(C)[C@H](NC(=O)CCc1ccccc1)C(=O)N1CCCC1
CHEMBL1524929,3.61,COc1ccccc1C(=O)Nc1nc2ccccc2s1
CHEMBL1624252,3.34,COc1ccc(-c2csc(N(CCCN3CCOCC3)C(=O)c3ccco3)n2)cc1
CHEMBL252956,3.53,O=C1CCCc2nc(C#Cc3ccccc3)ccc21
CHEMBL530184,3.65,c1ccc(-c2cc(NCCCCNc3cc(-c4ccccc4)nc4ccccc34)c3ccccc3n2)cc1
CHEMBL250687,3.99,CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c2n1
CHEMBL1223952,1.19,NC(=O)c1cccc(C[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1
CHEMBL1896037,3.41,O=C(c1ccccc1)C(O)(CN1CCCCC1)c1ccccc1
CHEMBL1807824,0.86,CCc1ccc(CCNCCCSCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1
CHEMBL2182002,2.6,Cc1cc(S(=O)(=O)N2CCN(C)CC2)ccc1-c1cnc(N)c(C(=O)Nc2cccnc2)n1
CHEMBL515311,2.15,Cc1ncc(-c2ccnc(Nc3ccc(N4CCN(C(=O)[C@H](C)O)CC4)cc3)n2)n1C(C)C
CHEMBL1455,2.44,CN(C)c1nc(N(C)C)nc(N(C)C)n1
CHEMBL2005730,3.2,COC(=O)c1ccc(NC(=O)c2cc(OC)c(OC)c(OC)c2)cc1
CHEMBL1741132,1.35,O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(O)=N1
CHEMBL2325994,1.3,NC1(C(=O)NC(CCCN2CCCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1
CHEMBL379738,1.86,O=C(CS(=O)(=O)c1ccccc1)c1ccccc1
CHEMBL2171048,1.79,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)cc4C)CC3)CC2)cc1
CHEMBL341226,4.21,COc1cccc(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1C
CHEMBL227897,2.5,O=C(Cc1ccccc1)Nc1nccs1
CHEMBL1956163,3.94,O=C1[C@H]2[C@H]3CC[C@H](C3)[C@H]2C(=O)N1[C@H]1CC[C@H](C(=O)Nc2cccc3cccnc23)CC1
CHEMBL1875368,3.9,O=C(Cc1cccc2ccccc12)Nc1ccccc1
CHEMBL267936,-0.84,CNC1(C)C2CCC(C2)C1(C)C
CHEMBL1422,0.31,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F
CHEMBL806,3.46,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
CHEMBL390191,1.73,Cc1nc(CSc2nc(N[C@H](C)CO)c3sc(N)nc3n2)cs1
CHEMBL330366,3.23,COc1cc(C(=O)N2CC[C@](CCN3CCC(C(N)=O)(c4ccccc4)CC3)(c3ccc(Cl)c(Cl)c3)C2)cc(OC)c1OC
CHEMBL404327,2.81,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cscn4)c3)c12)C(=O)N1CCOCC1
CHEMBL225510,0.54,O=S(=O)(Nc1cccnc1)c1cccs1
CHEMBL1707308,3.22,O=C(Cn1cnc2ccccc21)c1ccc(Br)cc1
CHEMBL512901,4.09,CCCc1nc2c(N)nc3ccccc3c2s1
CHEMBL442956,0.78,O=C(O)C1Cc2c([nH]c3ccccc23)C(c2ccccc2)N1
CHEMBL1624560,2.36,COc1cc(CNc2nc3ccccc3[nH]2)cc(OC)c1OC
CHEMBL31741,2.96,O=c1[nH]c2cc(Cl)ccc2c(O)c1-c1cccc(Oc2ccccc2)c1
CHEMBL1547746,4.2,CCn1c2ccccc2c2cc(NC(=O)C(C)C)ccc21
CHEMBL181858,3.6,C=CCN(C(=O)NCc1ccc(OC)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1
CHEMBL1907763,2.9,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OC[C@@H]1CCCN(C)C1
CHEMBL1762528,2.6,CN(c1cccc(CO)c1)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1
CHEMBL402728,1.73,Cc1nc(CSc2nc(N[C@H](C)CO)c3sc(=O)[nH]c3n2)cs1
CHEMBL1760962,1.24,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COc5ccon5)OC4=O)cc3F)cn2)n1
CHEMBL1270569,2.83,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4c3OCO4)n2)c1
CHEMBL1288102,1.97,NC(=O)c1cnc(N[C@H]2CCCNC2)c2cc(-c3ccc(F)cc3F)sc12
CHEMBL2017459,3.3,CCN(C(=O)c1ccc(-c2ccc(Cl)cc2)o1)c1ccc(N2CCNCC2)cc1
CHEMBL1630130,2.9,O=C(CCN1CCCCC1)Nc1ccc(-c2cccn3c(=O)cc(N4CCOCC4)nc23)c2sc3ccccc3c12
CHEMBL1560812,2.17,Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3ccco3)CC2)cc1
CHEMBL2086679,3.6,CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3ccncc3F)cn2)CC1
CHEMBL1586839,3.7,Cc1ccc(CN2C(=O)CCSc3ccc(Cl)cc32)cc1
CHEMBL13863,1.88,CC(C)C(NC(=O)Cn1c(-c2ccccc2)cc2c(O)nc(O)nc2c1=O)C(=O)C(F)(F)F
CHEMBL1223953,1.11,NC(=O)c1cccc(C[C@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1
CHEMBL375166,1.07,Cc1n[nH]c(C)c1Cc1sc2c(c1C(=O)N1C[C@H](O)CO1)c(=O)n(C)c(=O)n2CC(C)C
CHEMBL1442709,3.29,O=c1c2cnn(-c3ccccc3)c2nc(-c2ccco2)n1-c1ccccc1
CHEMBL2171020,3.51,O=C(c1c[nH]c(=O)c2ccccc12)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
CHEMBL1824044,0.87,COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2
CHEMBL209522,2.37,Nc1ncnc2c1nc(Sc1nc3cccc(Cl)c3s1)n2CCO
CHEMBL184052,3.6,COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(N5CCOCC5)c4)ccc3C)c2cc1OC
CHEMBL1448915,2.18,Cc1ccccc1C(=O)N1CCN(c2ccccn2)CC1
CHEMBL2158779,2.6,O=C(O)[C@H](Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)cc3Cl)CC2)CC1
CHEMBL1779001,2.14,COc1ccc(-c2cncc(CNC3CCCC3)n2)c(OC)c1
CHEMBL250389,4.09,COC1CCN(C(=O)C2CCN(CCc3c(-c4cc(C)cc(C)c4)[nH]c4sc(C(C)(C)C(=O)N5C6CCC5CC6)cc34)CC2)CC1
CHEMBL2326690,1.94,C1=CCC(c2cc3ccccc3o2)CNC1
CHEMBL2208434,3.48,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1cc(=O)[nH]c2ccccc12
CHEMBL11334,2.63,CC(C)c1ncc(NC(=O)OCc2ccccc2)c(=O)n1CC(=O)NC(C(=O)C(F)(F)F)C(C)C
CHEMBL1939743,2.35,CCN(CC)C(=O)c1ccc([C@H](c2cccc(NC(=O)C3CC3)c2)N2CCN(CCOC)CC2)cc1
CHEMBL71044,1.9,CN(C)CCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1
CHEMBL1600648,0.16,Cc1nc2ncnn2c(O)c1CCOC(=O)c1c(F)cccc1F
CHEMBL384304,2.08,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N
CHEMBL1224065,1.01,NC(=O)c1cccc(N[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1
CHEMBL1526499,4.0,Clc1ccc(-c2cn3ccccc3n2)cc1
CHEMBL1095,1.0,CCN1C(=O)NC(c2ccccc2)C1=O
CHEMBL185315,1.8,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1ccnc(OC2CCN(C)CC2)n1
CHEMBL380936,3.69,Nc1nc(NCc2ccccc2)nc2c1nc(O)n2Cc1ccccc1
CHEMBL1951912,1.44,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cccc(F)c2)C2CCN(S(C)(=O)=O)CC2)CC1
CHEMBL2178946,1.7,Cc1nc(C)c(-c2ccc([C@H]3CC[C@@H](CC(=O)O)CC3)c(Cl)c2)nc1C(N)=O
CHEMBL27006,3.6,FC(F)(F)c1cc(CO[C@H]2CCCN[C@H]2c2ccccc2)cc(C(F)(F)F)c1
CHEMBL423026,2.47,CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1nc2ccccc2o1
CHEMBL1164070,3.4,Cc1cccc(C(=O)N2CCC(C(=O)c3ccc(F)cc3)CC2)c1
CHEMBL2321999,1.95,Clc1ccc([C@H]2CC=CCNC2)cc1Cl
CHEMBL226959,1.17,COC(=O)c1ccc(Cn2[nH]c(=O)c3[nH]c4cc(Cl)ccc4c(=O)c3c2=O)cc1
CHEMBL1528704,1.25,CCN(CC)c1ncnc2c1ncn2Cc1c(Cl)cccc1Cl
CHEMBL1809058,2.3,COc1cc(N2CC3CNCC(C2)O3)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1
CHEMBL171951,-0.4,CCCS(=O)(=O)N1N=Cc2cc(Cl)ccc2B1O
CHEMBL1240590,2.99,CNc1ccc2ncc(-c3cccc(O)c3)n2n1
CHEMBL398149,2.1,CC(=O)Nc1cccc(Nc2nc(NC3CC3)n3ncc(C#N)c3n2)c1
CHEMBL521815,1.03,CN1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1
CHEMBL271703,2.89,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)cnc12
CHEMBL259084,2.58,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1
CHEMBL1643194,2.62,Cc1cc(CN2Cc3ccccc3C2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O
CHEMBL78535,2.14,CCO/N=C(\c1ccc(Br)cc1)C1CCN(C2(C)CCN(C(=O)c3c(C)cc[n+]([O-])c3C)CC2)CC1
CHEMBL13923,1.74,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(N)c1=O)C(=O)C(F)(F)F
CHEMBL397983,3.7,CCOc1ccc(-n2c([C@@H](C)N(Cc3cccnc3)C(=O)Cc3ccc(OC(F)(F)F)cc3)nc3ncccc3c2=O)cc1
CHEMBL2335908,3.11,COc1cc2nc(Nc3ccc([C@@H](C)NC(C)=O)cc3)ncc2cc1-c1ccncc1
CHEMBL517534,2.55,O=C(Nc1nccs1)[C@H](CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1
CHEMBL1401353,3.0,Cc1cccc(NS(=O)(=O)c2cccc3nonc23)c1
CHEMBL1683032,3.02,CCOc1cc2nnc(C(N)=O)c(Nc3cc(C)ccc3F)c2cc1N1CCN(C)CC1
CHEMBL1731705,3.96,O=S(=O)(Nc1ccccc1-c1ccccc1)c1ccccc1
CHEMBL70972,2.48,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O
CHEMBL2207664,3.14,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)cc3C(F)(F)F)CC2)c1Cl
CHEMBL2057336,2.47,Cc1ccc(-c2ccc(N)nn2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1
CHEMBL1682962,3.07,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccccc2)nc2cc(Cl)ccc12)c1ccccc1
CHEMBL554332,3.04,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccc(F)cc1)c1ccc(=O)[nH]c1
CHEMBL1778639,-0.45,CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(C)c1
CHEMBL226804,2.1,CC(c1cc2ccccc2o1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O
CHEMBL2088098,1.86,Cc1cc(CNc2nccc(Nc3cc(C)[nH]n3)n2)on1
CHEMBL51257,2.81,CCCC(=O)Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2
CHEMBL787,3.45,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1
CHEMBL101253,3.7,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1
CHEMBL1043,0.88,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
CHEMBL1294,2.21,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
CHEMBL2178941,1.6,Cc1nc(C)c(-c2ccc([C@H]3CC[C@H](CCC(=O)O)CC3)cc2)nc1C(N)=O
CHEMBL347645,0.3,NC(=O)Cc1ccccc1
CHEMBL1981679,0.64,CC(=O)O[C@H]1CC[C@]2(C=O)[C@H]3CC[C@]4(C)[C@@H](C5=CC(=O)OC5)CC[C@]4(O)[C@@H]3CC[C@]2(O)C1
CHEMBL207584,3.58,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@H]1C(N)=O
CHEMBL92401,0.33,CC(C)NNC(=O)c1ccncc1
CHEMBL404609,2.42,NC(=O)Nc1sc(-c2ccccc2)cc1C(N)=O
CHEMBL1625467,3.22,Nc1ccc(N=Nc2ccccc2)c(N)n1
CHEMBL2158466,3.27,CCCSc1nc(NC)ccc1C(=O)N[C@H]1C2CC3CC1C[C@](O)(C3)C2
CHEMBL186513,3.6,N#Cc1cc(O)cc2nc(-c3ccc(O)cc3)oc12
CHEMBL2031157,0.27,O=C(N[C@@H](Cc1ccc(C#CCCNc2ccccn2)cc1)C(=O)O)c1c(Cl)cccc1Cl
CHEMBL1682823,3.3,O=C1CCOc2nc(C#CC3CCCCC3)ccc21
CHEMBL1319232,2.1,Cc1ccc(-n2[nH]c(=O)c3cccnc32)cc1
CHEMBL36994,0.93,COc1ccc(C(=O)N2CCCC2=O)cc1
CHEMBL1173055,1.17,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1
CHEMBL573214,1.41,Oc1ccc2c3c1O[C@H]1c4[nH]c5c(c4C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314)C[C@@]1(O)[C@H]2Cc3ccc(O)c4c3[C@@]1(CCN2CC1CC1)[C@H]5O4
CHEMBL246533,2.5,Clc1cccc2[nH]ncc12
CHEMBL38182,1.64,N#Cc1ccc(NC(=O)Nc2ccccc2Br)c2nn[nH]c12
CHEMBL1548889,1.97,Nc1ccc(Cl)c(-c2nc3ncccc3o2)c1
CHEMBL232656,1.91,C[C@@H]1CN(Cc2ccc(F)cc2)CCN1C(=O)COc1ccc(Cl)cc1NC(N)=O
CHEMBL182266,2.8,CN(C(=O)c1ccncc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1
CHEMBL444194,3.62,Cc1ncc(-c2ccnc(Nc3ccc(C#N)cc3)n2)n1C(C)C
CHEMBL551984,2.39,N#Cc1cccc(NCC(=O)Nc2c(Cl)ccc3nc(N4CC[C@@H](O)C4)ccc23)c1
CHEMBL2071097,1.42,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc4c(s3)COCC4)CC2)CC1
CHEMBL523058,2.55,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(c2ccccn2)CC1
CHEMBL1201295,3.57,Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1
CHEMBL413742,3.66,CCCCC(CC)CNC(=O)c1ccc2c(c1)c(Cc1ccc(C(=O)NS(=O)(=O)c3ccccc3C)cc1OC)cn2C
CHEMBL198150,1.73,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(S(C)(=O)=O)cc2)CC1
CHEMBL1934419,0.25,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCS(=O)(=O)CC2)cc1
CHEMBL210884,2.26,COCCOc1nc(N)c2[nH]c(=O)n(Cc3ccccc3)c2n1
CHEMBL1762548,3.9,Cc1ccc(CO)cc1N(c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1)C(C)C
CHEMBL1631095,3.4,NC(=O)c1cc(C(N)=O)n(-c2cccc(-c3cc(C(F)(F)F)ccc3C(F)(F)F)c2)n1
CHEMBL498404,2.28,CS(=O)(=O)Nc1cc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)cc(C(N)=O)c1
CHEMBL2031561,0.8,O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(O)cc(C(F)(F)F)c1
CHEMBL2089275,0.7,N#Cc1cccc(-c2cccc(-c3nn[nH]n3)c2)c1
CHEMBL605846,0.79,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1
CHEMBL2035029,2.2,NC1(c2ccc(-c3ncc4cnccc4c3-c3ccccc3)cc2)CCC1
CHEMBL1398535,1.7,N#Cc1cnn(-c2ccccc2)c1NC(=O)c1ccccc1F
CHEMBL424414,1.9,Cc1cc(=O)[nH]c2ccccc12
CHEMBL402501,2.4,C[C@H](Cc1cccc(CC(=O)NC23CC4CC(CC(C4)C2)C3)c1)NC[C@H](O)c1ccc(O)c(CO)c1
CHEMBL100913,0.95,Oc1ccc(-c2ccc(C3(O)CN4CCC3CC4)cc2)cc1
CHEMBL1598315,1.23,CNC(=O)c1snnc1-c1ccccc1
CHEMBL226780,1.77,CC(C)(C)NC(=O)Nc1cccc(Cn2[nH]c(=O)c3[nH]c4cc(Cl)ccc4c(=O)c3c2=O)c1
CHEMBL587004,2.91,CN1CCN(c2nc(NCCNc3ccc([N+](=O)[O-])cc3)c3ccccc3n2)CC1
CHEMBL2023265,-0.2,O=C(O)CSCC(=O)Nc1nc(-c2ccc(F)cc2)cs1
CHEMBL2030813,-0.48,O=C(N[C@@H](Cc1ccc(OCCNc2ccccn2)cc1)C(=O)O)c1c(Cl)cccc1Cl
CHEMBL2086658,2.8,CC(C)(C)OC(=O)N1CCC(c2ncc(OCc3ccc(S(C)(=O)=O)cc3)cn2)CC1
CHEMBL1221510,3.0,CC(C)Cn1c(=O)[nH]c(=O)c2c(C(=O)N3CCC3)c(Cc3ccccc3C(F)(F)F)sc21
CHEMBL2069623,3.17,Nc1ncnc2c1c(COc1cccc(Cl)c1)nn2C1CCOCC1
CHEMBL53966,3.21,O=C(COCc1ccccc1)Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2
CHEMBL2062578,3.09,N#Cc1cnn2c(NC3CC3)cc(-n3ccc4ccc(CO)cc43)nc12
CHEMBL128,-0.96,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
